,0,1,2,3,4,5
194,1590490910.0,31,111,0,0.96,0
195,1590508724.0,2,41,0,0.92,0
196,1590580461.0,1,1,0,1.0,0
197,1590493617.0,6,85,0,0.92,1
198,1590566083.0,0,2,0,0.75,0
199,1590578947.0,0,1,0,0.6,0
200,1590492145.0,14,88,0,0.93,0
201,1590555737.0,13,4,0,0.7,0
202,1590549902.0,2,2,0,0.63,1
203,1590549658.0,1,6,0,0.8,0
204,1590522479.0,3,15,0,0.99,0
205,1590561096.0,3,0,0,0.5,0
206,1590503023.0,2,41,0,0.89,0
207,1590472688.0,32,187,0,0.98,0
208,1590466929.0,39,250,0,0.9,0
209,1590574464.0,1,0,0,0.45,0
210,1590560907.0,0,2,0,0.63,0
211,1590560360.0,8,2,0,0.63,1
212,1590514815.0,18,21,0,0.73,0
213,1590494630.0,44,53,0,0.79,1
214,1590522792.0,2,12,0,0.84,1
215,1590499474.0,4,40,0,0.91,0
216,1590520669.0,6,14,0,0.8,1
217,1590523253.0,11,13,0,0.85,0
218,1590490984.0,8,63,0,0.87,0
219,1590497494.0,8,45,0,0.92,0
220,1590549469.0,0,3,0,0.8,0
221,1590492580.0,8,53,0,0.91,0
222,1590466171.0,37,217,1,0.87,1
223,1590502819.0,2,35,0,0.76,0
224,1590485424.0,4,80,0,0.93,0
225,1590543008.0,2,2,0,0.63,0
226,1590474121.0,12,140,0,0.96,1
227,1590508823.0,10,22,0,0.77,0
228,1590471829.0,20,149,0,0.87,1
229,1590504675.0,2,28,0,0.96,0
230,1590508472.0,6,22,0,0.93,1
231,1590546069.0,5,7,0,0.73,0
232,1590532359.0,2,7,0,0.82,0
233,1590467750.0,5,168,0,0.88,0
234,1590593112.0,25,0,0,0.41,0
235,1590517421.0,3,10,0,0.86,0
236,1590462512.0,13,199,0,0.98,1
237,1590513764.0,4,14,0,0.83,0
238,1590487917.0,5,58,0,0.93,0
239,1590486543.0,16,56,0,0.93,1
240,1590532927.0,0,7,0,0.89,1
241,1590507459.0,5,18,0,0.94,0
242,1590488585.0,4,49,0,0.93,0
243,1590455894.0,35,250,0,0.93,1
244,1590563044.0,6,1,0,0.57,0
245,1590562328.0,14,0,0,0.5,1
246,1590501581.0,2,21,0,0.97,0
247,1590522588.0,0,8,0,0.89,1
248,1590494215.0,3,30,0,0.95,1
249,1590418727.0,112,1481,0,0.84,0
250,1590538376.0,3,3,0,0.67,0
251,1590532153.0,1,3,0,0.67,0
252,1590502012.0,6,19,0,0.85,0
253,1590557615.0,5,1,0,0.67,0
254,1590543277.0,6,2,0,0.6,0
255,1590465323.0,14,106,0,0.96,0
256,1590508705.0,20,12,0,0.65,1
257,1590500135.0,2,17,0,0.86,0
258,1590488201.0,2,30,0,0.98,0
259,1590491483.0,1,29,0,0.84,0
260,1590476479.0,16,56,0,0.83,0
261,1590516880.0,4,9,0,0.99,0
262,1590466322.0,22,94,0,0.92,1
263,1590483773.0,1,41,0,0.88,0
264,1590459857.0,36,134,0,0.92,0
265,1590554582.0,6,0,0,0.5,0
266,1590505502.0,4,12,0,0.99,0
267,1590554012.0,0,0,0,0.5,0
268,1590553694.0,1,1,0,0.54,0
269,1590494144.0,3,21,0,1.0,1
270,1590501871.0,0,14,0,0.9,0
271,1590553322.0,3,0,0,0.5,0
272,1590553042.0,9,1,0,0.67,0
273,1590508001.0,11,10,0,0.76,0
274,1590552402.0,14,0,0,0.5,0
275,1590459935.0,20,113,0,0.84,1
276,1590477369.0,2,48,0,0.93,0
277,1590551102.0,2,0,0,0.5,0
278,1590550225.0,4,0,0,0.33,1
279,1590522716.0,2,2,0,0.63,0
280,1590508960.0,12,9,0,0.65,1
281,1590510975.0,6,9,0,0.99,0
282,1590593539.0,7,0,0,0.14,0
283,1590548195.0,4,1,0,0.57,0
284,1590512889.0,5,4,0,0.7,0
285,1590511805.0,5,5,0,0.73,0
286,1590476002.0,5,39,0,0.85,0
287,1590463578.0,14,71,0,0.85,0
288,1590497655.0,7,14,0,0.7,0
289,1590488395.0,16,23,0,0.87,1
290,1590500739.0,1,9,0,0.77,0
291,1590502096.0,0,9,0,0.8,0
292,1590501011.0,10,9,0,0.74,0
293,1590467447.0,3,49,0,0.85,0
294,1590492037.0,1,17,0,0.85,0
295,1590497707.0,0,13,0,0.78,0
296,1590494069.0,12,14,0,0.66,1
297,1590500986.0,5,8,0,0.85,0
298,1590503239.0,5,7,0,0.73,0
299,1590483299.0,22,19,0,0.95,1
300,1590502480.0,0,7,0,0.89,1
301,1590553487.0,7,0,0,0.43,0
302,1590501647.0,1,7,0,0.89,1
303,1590427885.0,20,305,0,0.91,0
304,1590551944.0,4,0,0,0.45,0
305,1590551916.0,2,0,0,0.33,1
306,1590465688.0,19,41,0,0.98,0
307,1590537456.0,0,1,0,0.57,0
308,1590465447.0,2,41,0,0.77,0
309,1590509154.0,0,2,0,0.6,0
310,1590504349.0,0,5,0,0.86,0
311,1590508468.0,18,5,0,0.65,1
312,1590514068.0,0,3,0,0.71,0
313,1590507909.0,6,3,0,0.8,0
314,1590480738.0,0,18,0,0.92,0
315,1590465242.0,1,34,0,0.96,0
316,1590438281.0,11,145,0,0.95,1
317,1590489332.0,28,11,0,0.82,1
318,1590495304.0,2,7,0,0.99,0
319,1590470712.0,3,23,0,0.88,0
320,1590497453.0,6,5,0,0.62,0
321,1590518665.0,2,2,0,0.75,0
322,1590430681.0,31,183,0,0.78,0
323,1590484959.0,0,11,0,1.0,0
324,1590470246.0,9,23,0,0.96,0
325,1590479924.0,1,14,0,0.95,0
326,1590486404.0,0,11,0,1.0,0
327,1590496091.0,9,8,0,0.9,0
328,1590495824.0,0,9,0,0.91,0
329,1590481029.0,4,11,0,0.84,0
330,1590414738.0,101,364,0,0.89,1
331,1590434883.0,9,122,0,0.96,1
332,1590425261.0,14,195,0,0.91,1
333,1590526932.0,2,0,0,0.5,0
334,1590526725.0,4,0,0,0.4,0
335,1590526472.0,0,1,0,0.67,0
336,1590494954.0,13,5,0,0.86,0
337,1590477420.0,7,12,0,0.93,0
338,1590498846.0,3,5,0,0.86,0
339,1590511534.0,9,3,0,0.71,0
340,1590511396.0,0,2,0,0.66,0
341,1590556255.0,3,0,0,0.25,0
342,1590438625.0,14,88,0,0.9,0
343,1590484070.0,0,9,0,0.92,1
344,1590555152.0,2,0,0,0.25,0
345,1590509474.0,0,2,0,0.75,0
346,1590469853.0,2,15,0,0.83,0
347,1590376667.0,172,1767,0,0.96,1
348,1590520893.0,20,0,0,0.5,0
349,1590488542.0,3,5,0,0.73,0
350,1590519417.0,2,1,0,0.57,1
351,1590436947.0,2,72,0,0.87,0
352,1590382011.0,169,1149,2,0.91,1
353,1590425473.0,2,123,0,0.94,0
354,1590504920.0,1,2,0,1.0,0
355,1590469869.0,1,12,0,1.0,0
356,1590531938.0,7,0,0,0.44,1
357,1590409799.0,21,264,0,0.96,0
358,1590406202.0,81,308,0,0.9,1
359,1590434898.0,14,74,0,0.98,0
360,1590421770.0,34,136,0,0.85,0
361,1590470844.0,0,12,0,0.93,0
362,1590409130.0,43,248,0,0.97,0
363,1590401387.0,22,360,0,0.94,0
364,1590407280.0,15,256,0,0.97,1
365,1590493640.0,1,2,0,0.67,0
366,1590467026.0,3,13,0,0.93,1
367,1590513467.0,3,1,0,0.55,1
368,1590432299.0,2,60,0,0.95,0
369,1590386615.0,33,649,0,0.93,0
370,1590462496.0,4,12,0,0.88,0
371,1590473580.0,1,7,0,1.0,0
372,1590417028.0,17,128,0,0.88,0
373,1590430412.0,3,63,0,0.95,0
374,1590483866.0,1,5,0,1.0,0
375,1590510841.0,0,1,0,0.66,1
376,1590464578.0,10,13,0,0.84,1
377,1590471126.0,0,7,0,0.77,0
378,1590401607.0,26,249,0,0.95,1
379,1590495464.0,4,3,0,0.57,0
380,1590416483.0,7,118,0,0.92,1
381,1590413417.0,13,127,0,0.94,0
382,1590460884.0,3,10,0,0.86,0
383,1590494125.0,1,1,0,0.57,0
384,1590506760.0,12,1,0,0.6,1
385,1590475199.0,1,6,0,1.0,0
386,1590467999.0,0,8,0,0.78,0
387,1590425631.0,4,63,0,0.93,1
388,1590436459.0,12,34,0,0.9,0
389,1590434726.0,2,37,0,0.95,0
390,1590436891.0,2,32,0,0.97,0
391,1590412222.0,17,113,0,0.98,0
392,1590435457.0,6,32,0,0.84,1
393,1590425214.0,1,60,0,0.94,0
394,1590392890.0,129,303,0,0.95,1
395,1590503780.0,6,0,0,0.5,0
396,1590420076.0,6,72,0,0.92,0
397,1590502810.0,1,0,0,0.5,0
398,1590373261.0,103,760,0,0.99,1
399,1590393257.0,25,276,0,0.97,0
400,1590470901.0,5,4,0,0.6,1
401,1590480614.0,2,5,0,0.69,1
402,1590377235.0,24,595,0,0.97,1
403,1590479828.0,9,4,0,0.75,0
404,1590386504.0,44,348,0,0.87,0
405,1590462521.0,4,8,0,0.9,0
406,1590391050.0,11,271,0,0.97,0
407,1590486798.0,0,2,0,0.75,0
408,1590427984.0,8,42,0,0.91,0
409,1590409126.0,12,105,0,0.97,0
410,1590397515.0,39,192,0,0.87,1
411,1590434644.0,12,26,0,0.85,1
412,1590455864.0,17,8,0,0.66,1
413,1590467062.0,1,5,0,0.86,0
414,1590463181.0,0,6,0,0.67,0
415,1590497837.0,6,0,0,0.5,1
416,1590404480.0,29,118,0,0.95,0
417,1590407157.0,5,104,0,0.92,1
418,1590497282.0,1,2,0,0.75,0
419,1590496894.0,12,1,0,0.54,1
420,1590414594.0,22,66,0,0.89,0
421,1590425657.0,7,42,0,0.87,1
422,1590509702.0,8,0,0,0.41,1
423,1590419338.0,6,48,0,0.86,1
424,1590429658.0,21,29,0,0.84,1
425,1590438706.0,5,19,0,0.92,0
426,1590493947.0,8,1,0,0.6,1
427,1590466722.0,6,4,0,0.75,0
428,1590429704.0,2,30,0,0.97,1
429,1590493197.0,4,1,0,0.67,0
430,1590466045.0,0,5,0,0.78,0
431,1590470709.0,0,3,0,0.8,0
432,1590343094.0,269,2189,2,0.92,1
433,1590422639.0,4,39,0,0.93,1
434,1590428775.0,7,25,0,0.86,0
435,1590411487.0,19,61,0,0.88,1
436,1590458633.0,4,7,0,0.82,1
437,1590527938.0,3,0,0,0.23,0
438,1590424636.0,2,28,0,0.93,0
439,1590427537.0,1,23,0,0.94,0
440,1590381225.0,19,238,0,0.93,1
441,1590473737.0,1,1,0,0.56,0
442,1590428519.0,3,23,0,0.92,0
443,1590426545.0,8,22,0,0.97,0
444,1590408906.0,19,56,0,0.89,0
445,1590486485.0,3,0,0,0.5,0
446,1590440686.0,2,10,0,0.86,0
447,1590410223.0,16,50,0,0.95,1
448,1590485089.0,3,0,0,0.5,0
449,1590485042.0,9,0,0,0.5,1
450,1590470736.0,0,2,0,1.0,0
451,1590515576.0,5,0,0,0.31,0
452,1590397067.0,12,82,0,0.87,1
453,1590378543.0,32,225,0,0.95,1
454,1590391089.0,18,122,0,0.96,1
455,1590456352.0,24,3,0,0.64,1
456,1590445225.0,2,8,0,0.68,0
457,1590400183.0,6,71,0,0.83,0
458,1590428424.0,1,18,0,0.82,1
459,1590461092.0,6,4,0,0.75,0
460,1590455334.0,7,3,0,0.81,1
461,1590415406.0,13,30,0,0.93,1
462,1590429921.0,1,14,0,0.9,0
463,1590481312.0,1,1,0,0.67,0
464,1590423503.0,31,19,0,0.82,1
465,1590479894.0,11,1,0,0.55,1
466,1590438842.0,6,8,0,0.79,0
467,1590465788.0,10,0,0,0.5,0
468,1590392094.0,31,89,0,0.97,1
469,1590376543.0,4,189,0,0.99,0
470,1590390331.0,4,89,0,0.97,0
471,1590413215.0,33,26,0,0.71,0
472,1590379153.0,33,149,0,0.97,1
473,1590374357.0,69,185,0,0.91,1
474,1590392774.0,5,68,0,0.92,0
475,1590417464.0,13,21,0,0.92,0
476,1590373042.0,5,183,0,0.9,0
477,1590396807.0,24,54,0,0.94,0
478,1590375549.0,7,161,0,0.91,1
479,1590385860.0,15,96,0,0.92,0
480,1590428505.0,1,10,0,0.92,0
481,1590401610.0,1,37,0,0.86,0
482,1590472024.0,5,1,0,0.6,0
483,1590471986.0,22,0,0,0.5,0
484,1590384895.0,4,88,0,0.97,1
485,1590410264.0,3,26,0,0.87,1
486,1590416154.0,1,17,0,0.91,0
487,1590426501.0,1,13,0,0.93,0
488,1590470948.0,3,1,0,0.67,0
489,1590384962.0,4,85,0,0.93,0
490,1590470773.0,0,1,0,0.67,0
491,1590425067.0,0,11,0,1.0,1
492,1590469186.0,7,4,0,0.83,1
493,1590403190.0,21,32,0,0.9,1
494,1590482411.0,63,0,0,0.48,0
495,1590395293.0,4,47,0,0.91,0
496,1590392301.0,9,51,0,0.98,0
497,1590467378.0,20,1,0,0.57,0
498,1590390350.0,10,53,0,0.88,1
499,1590423982.0,9,8,0,0.79,0
500,1590348132.0,67,436,2,0.98,1
501,1590435185.0,0,6,0,0.87,0
502,1590395380.0,5,38,0,0.88,0
503,1590375726.0,40,104,0,0.88,1
504,1590466160.0,1,0,0,0.45,0
505,1590465174.0,2,1,0,0.56,0
506,1590380100.0,15,77,0,0.78,1
507,1590464722.0,1,1,0,0.67,0
508,1590421396.0,0,9,0,0.91,0
509,1590345699.0,78,438,1,0.9,0
510,1590422954.0,9,10,0,0.92,0
511,1590394119.0,3,33,0,0.94,0
512,1590426956.0,2,6,0,0.87,0
513,1590421165.0,3,8,0,0.91,1
514,1590426724.0,11,5,0,0.78,0
515,1590423171.0,10,8,0,0.83,1
516,1590461081.0,2,0,0,0.5,1
517,1590416052.0,4,10,0,0.75,0
518,1590393142.0,2,33,0,0.93,0
519,1590421716.0,1,9,0,0.92,0
520,1590414547.0,16,10,0,0.75,1
521,1590408904.0,4,16,0,0.91,1
522,1590423529.0,1,7,0,1.0,0
523,1590412814.0,5,10,0,0.67,0
524,1590388892.0,1,36,0,0.94,0
525,1590330146.0,151,678,0,0.84,1
526,1590330688.0,38,588,0,0.89,1
527,1590454762.0,0,1,0,0.6,0
528,1590381958.0,4,43,0,0.98,0
529,1590415822.0,2,8,0,0.78,1
530,1590400573.0,8,17,0,0.91,0
531,1590392912.0,4,25,0,0.89,0
532,1590426088.0,0,2,0,0.67,0
533,1590404443.0,4,13,0,0.93,0
534,1590421521.0,3,6,0,1.0,0
535,1590405442.0,0,10,0,0.82,0
536,1590424646.0,12,4,0,0.65,0
537,1590334675.0,36,399,0,0.97,0
538,1590394808.0,2,19,0,0.93,0
539,1590419306.0,4,4,0,0.84,0
540,1590463901.0,4,0,0,0.33,0
541,1590428482.0,0,4,0,0.75,0
542,1590428461.0,0,1,0,0.57,0
543,1590428224.0,1,4,0,0.84,0
544,1590422160.0,17,5,0,0.78,0
545,1590391528.0,0,22,0,0.96,0
546,1590421912.0,0,4,0,0.84,0
547,1590435233.0,1,2,0,1.0,0
548,1590387147.0,1,21,0,0.81,1
549,1590403396.0,3,11,0,0.76,0
550,1590426793.0,7,2,0,0.59,0
551,1590316783.0,61,831,0,0.93,0
552,1590399293.0,1,12,0,0.94,0
553,1590409218.0,6,8,0,1.0,1
554,1590342154.0,129,222,0,0.98,0
555,1590404039.0,3,11,0,0.76,0
556,1590446910.0,6,2,0,0.67,0
557,1590392560.0,7,19,0,1.0,0
558,1590342895.0,86,200,0,0.93,1
559,1590388702.0,11,19,0,0.91,0
560,1590395676.0,1,15,0,0.85,0
561,1590418656.0,0,4,0,0.75,0
562,1590375069.0,3,39,0,0.82,1
563,1590401727.0,6,11,0,0.86,1
564,1590318896.0,23,604,0,0.93,0
565,1590319969.0,85,552,0,0.93,1
566,1590407772.0,2,8,0,0.83,0
567,1590379580.0,15,26,0,0.91,0
568,1590334607.0,13,248,1,0.94,1
569,1590288277.0,78,3061,1,0.98,1
570,1590396308.0,37,10,0,0.71,1
571,1590384687.0,11,18,0,0.85,0
572,1590392513.0,1,15,0,0.85,0
573,1590381476.0,7,25,0,0.89,1
574,1590385351.0,4,18,0,0.82,1
575,1590409049.0,1,5,0,0.78,0
576,1590391579.0,3,11,0,0.8,0
577,1590426231.0,14,2,0,0.67,1
578,1590418007.0,3,3,0,0.8,0
579,1590417841.0,12,4,0,0.83,1
580,1590398504.0,18,8,0,0.75,0
581,1590411155.0,1,6,0,0.88,1
582,1590394691.0,14,10,0,0.86,0
583,1590423863.0,2,3,0,1.0,0
584,1590384019.0,48,16,0,0.83,0
585,1590372275.0,1,29,0,0.95,0
586,1590382382.0,14,19,0,0.83,0
587,1590342320.0,39,123,0,0.88,1
588,1590456609.0,7,0,0,0.17,0
589,1590407750.0,1,5,0,0.73,0
590,1590393799.0,1,8,0,0.9,0
591,1590412785.0,1,4,0,0.7,0
592,1590379623.0,3,15,0,0.9,0
593,1590433458.0,8,0,0,0.5,0
594,1590473993.0,5,0,0,0.17,1
595,1590366869.0,2,27,0,0.84,0
596,1590308026.0,117,603,0,0.93,1
597,1590363438.0,1,33,0,0.94,0
598,1590394064.0,0,8,0,1.0,0
599,1590396675.0,8,7,0,0.77,1
600,1590393453.0,1,7,0,0.89,0
601,1590429079.0,1,2,0,0.66,0
602,1590313583.0,54,371,0,0.84,1
603,1590344162.0,37,79,0,0.91,1
604,1590331943.0,16,140,0,0.97,0
605,1590330671.0,26,152,0,0.94,1
606,1590358727.0,1,39,0,0.88,0
607,1590394279.0,2,7,0,0.81,1
608,1590393965.0,1,7,0,1.0,0
609,1590374943.0,4,16,0,0.81,1
610,1590381792.0,10,9,0,0.85,0
611,1590383948.0,7,7,0,0.82,0
612,1590367753.0,1,18,0,1.0,0
613,1590424216.0,2,1,0,0.6,0
614,1590389137.0,3,5,0,0.78,0
615,1590311790.0,132,308,0,0.78,1
616,1590292874.0,52,808,0,0.9,0
617,1590422888.0,8,0,0,0.46,1
618,1590331618.0,51,106,0,0.83,1
619,1590391227.0,1,6,0,0.87,0
620,1590422591.0,0,0,0,0.5,0
621,1590301924.0,28,480,0,0.96,1
622,1590384291.0,1,7,0,0.82,0
623,1590408764.0,0,2,0,1.0,0
624,1590400694.0,4,3,0,0.8,0
625,1590341953.0,1,65,0,0.85,0
626,1590333812.0,4,82,0,0.85,0
627,1590393196.0,2,4,0,0.75,1
628,1590420261.0,0,0,0,0.5,0
629,1590339988.0,2,62,0,0.95,0
630,1590387560.0,2,5,0,0.78,0
631,1590383780.0,1,7,0,0.89,0
632,1590418738.0,6,0,0,0.44,0
633,1590378002.0,1,8,0,0.91,0
634,1590344997.0,1,43,0,0.88,0
635,1590396184.0,3,3,0,1.0,0
636,1590385997.0,0,5,0,0.78,0
637,1590311406.0,43,205,0,0.96,0
638,1590321205.0,49,125,0,0.93,1
639,1590341301.0,13,45,0,0.9,0
640,1590387240.0,1,5,0,1.0,0
641,1590339061.0,13,45,0,0.84,1
642,1590413847.0,0,0,0,0.5,0
643,1590344112.0,26,41,0,0.9,1
644,1590323356.0,10,94,0,0.95,1
645,1590329057.0,24,63,0,0.94,0
646,1590291248.0,20,439,0,0.99,0
647,1590345830.0,10,27,0,0.92,1
648,1590340358.0,3,37,0,0.9,0
649,1590394852.0,4,2,0,0.63,0
650,1590376933.0,7,5,0,1.0,0
651,1590344327.0,2,26,0,0.92,0
652,1590296966.0,73,289,0,0.97,1
653,1590327024.0,2,62,0,0.94,1
654,1590407015.0,4,0,0,0.4,0
655,1590406016.0,0,1,0,0.67,0
656,1590343082.0,0,26,0,0.9,0
657,1590367603.0,0,7,0,1.0,0
658,1590405510.0,1,0,0,0.33,0
659,1590291276.0,14,352,0,0.97,0
660,1590306126.0,15,161,0,0.94,1
661,1590288119.0,102,403,0,0.98,1
662,1590323076.0,33,61,0,0.9,0
663,1590328106.0,8,50,0,0.87,0
