,0,1,2,3,4,5
0,0.8983983439821941,0.9987190435525192,0.05235940530058177,0.0,0.9767441860465116,1.0
1,0.9304596469876003,0.026473099914602904,0.07045895281189399,0.0,0.9883720930232558,0.0
2,0.9944977050508044,0.04867634500426985,0.9893341952165481,0.0,0.9651162790697674,1.0
3,0.9923245690191607,0.06490179333902647,0.4738202973497091,0.0,0.8837209302325582,1.0
4,0.9934783212650871,0.03928266438941076,0.22592113768584357,0.5,0.9302325581395348,0.0
5,0.9953791140657131,0.019214346712211786,0.07821590174531351,0.0,0.9651162790697674,0.0
6,0.9941179739052757,0.032450896669513236,0.11215255332902391,0.0,0.9534883720930232,0.0
7,0.9966313052333078,0.0064047822374039285,0.04266321913380737,0.0,0.9651162790697674,0.0
8,0.9954776865544375,0.034158838599487616,0.062055591467356175,0.0,0.9302325581395348,0.0
9,0.9963482766376615,0.008112724167378309,0.0442792501616031,0.0,0.9534883720930232,1.0
10,0.9968474167329475,0.0034158838599487617,0.031027795733678087,0.0,1.0,0.0
11,0.996708907693943,0.0029888983774551663,0.030058177117000647,0.0,0.9534883720930232,1.0
12,0.9967611324135532,0.016225448334756618,0.027795733678086618,0.0,0.872093023255814,0.0
13,0.9974942819942498,0.004696840307429547,0.021331609566903685,0.0,0.8604651162790697,1.0
14,0.996743501561923,0.003842869342442357,0.026502908855850032,0.0,0.872093023255814,1.0
15,0.9963741886469109,0.004696840307429547,0.029734970911441498,0.0,0.941860465116279,1.0
16,0.9989870274330599,0.0008539709649871904,0.010019392372333548,0.0,0.9069767441860466,1.0
17,0.9933426171342887,0.05081127241673783,0.0788623141564318,0.0,0.8372093023255813,0.0
18,0.9932624768995595,0.035012809564474806,0.07369101486748546,0.0,0.8139534883720931,0.0
19,0.9949854919461529,0.005123825789923143,0.03749191984486102,0.0,0.8604651162790697,1.0
20,0.9960592375244346,0.0017079419299743809,0.024240465416936006,0.0,0.9651162790697674,0.0
21,0.9954529766487212,0.005550811272416738,0.030381383322559793,0.0,0.9651162790697674,0.0
22,0.9977509978794785,0.0025619128949615714,0.012281835811247576,0.0,0.8953488372093024,1.0
23,0.9952972374592548,0.0029888983774551663,0.031027795733678087,0.0,0.941860465116279,1.0
24,0.9983018284261505,0.0012809564474807857,0.009372979961215255,0.0,0.8953488372093024,0.0
25,0.9944489530746807,0.0012809564474807857,0.03749191984486102,0.0,0.9302325581395348,0.0
26,0.9976727275835628,0.0008539709649871904,0.011958629605688428,0.0,0.9767441860465116,0.0
27,0.99580773075445,0.01152860802732707,0.021008403361344536,0.0,0.9186046511627908,0.0
28,0.9971976295587126,0.02049530315969257,0.012605042016806723,0.0,0.8372093023255813,1.0
29,0.9988180651048424,0.0004269854824935952,0.005817711700064641,0.0,1.0,0.0
30,0.9966944824516872,0.0004269854824935952,0.012605042016806723,0.0,0.9186046511627908,0.0
31,0.9949784128920953,0.011101622544833475,0.024886877828054297,0.0,0.9302325581395348,0.0
32,0.997970181421465,0.0029888983774551663,0.008080155138978667,0.0,0.9534883720930232,0.0
33,0.9952666506029857,0.0004269854824935952,0.022301228183581125,0.0,0.7790697674418605,1.0
34,0.9971089410322804,0.0004269854824935952,0.010342598577892695,0.0,0.9186046511627908,0.0
35,0.995807864321506,0.0004269854824935952,0.016160310277957335,0.0,0.9186046511627908,0.0
36,0.995796644688653,0.003842869342442357,0.017453135100193924,0.0,0.872093023255814,1.0
37,0.9941202445452575,0.0064047822374039285,0.031027795733678087,0.0,0.941860465116279,0.0
38,0.9953578769035119,0.0008539709649871904,0.020361990950226245,0.0,0.8953488372093024,1.0
39,0.9962424915278234,0.008539709649871904,0.012605042016806723,0.0,0.9186046511627908,0.0
40,0.9938393530225369,0.005550811272416738,0.03167420814479638,0.0,0.941860465116279,1.0
41,0.9966821942823572,0.0017079419299743809,0.011312217194570135,0.0,0.941860465116279,0.0
42,0.9989564405768192,0.0,0.004201680672268907,0.0,0.8604651162790697,0.0
43,0.9980881211335486,0.0008539709649871904,0.005817711700064641,0.0,0.8023255813953489,1.0
44,0.9970975878323429,0.0008539709649871904,0.008080155138978667,0.0,0.8023255813953489,0.0
45,0.9933997838350592,0.028181041844577284,0.03425985778926955,0.0,0.8023255813953489,0.0
46,0.9981699977400353,0.0029888983774551663,0.005494505494505494,0.0,0.8139534883720931,0.0
47,0.9961094587382036,0.0025619128949615714,0.011312217194570135,0.0,0.8255813953488371,0.0
48,0.9933221813744524,0.0064047822374039285,0.031997414350355524,0.0,0.9534883720930232,0.0
49,0.9955244350246915,0.0025619128949615714,0.012281835811247576,0.0,0.9186046511627908,0.0
50,0.9940372994022937,0.007685738684884714,0.022947640594699416,0.0,0.8023255813953489,0.0
51,0.998054195100849,0.0008539709649871904,0.004848093083387201,0.0,0.8837209302325582,0.0
